network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,latitude_copy
SNTL,ID,mill creek summit,Upper Yankee Fork (170602010501),1978-10-01,2023-11-28,44.47,-114.49,2682,Custer,627,2023-04-30,574,523.2,17.5,2.1,9.1,0,44.47
SNTL,ID,mosquito ridge,Upper North Fork Coeur d'Alene River (170103010101),1978-10-01,2023-11-28,48.06,-116.23,1603,Shoshone,645,2023-04-11,815.3,881.4,4.5,-3.6,0.3,12.7,48.06
SNTL,ID,sheep mtn.,Horse Creek-Willow Creek (170402050304),1978-10-01,2023-11-28,43.21,-111.69,2027,Bingham,749,2023-04-08,518.2,541,9.2,-0.9,3.8,0,43.21
SNTL,ID,slug creek divide,Headwaters Slug Creek (170402070201),1978-10-01,2023-11-28,42.56,-111.3,2202,Caribou,761,2023-04-07,713.7,723.9,3.8,-9,-3.1,0,42.56
SNTL,ID,somsen ranch,Upper Lanes Creek (170402070101),1978-10-01,2023-11-28,42.95,-111.36,2073,Caribou,770,2023-04-08,533.4,558.8,14,-2.6,3.2,0,42.95
SNTL,ID,south mtn.,Deer Creek-Big Boulder Creek (170501080205),1978-10-01,2023-11-28,42.76,-116.9,1981,Owyhee,774,2023-04-10,632.5,708.7,16.6,9.3,12.4,0,42.76
SNTL,ID,sunset,Canyon Creek-Upper South Fork Coeur d'Alene River (170103020102),1978-10-01,2023-11-28,47.56,-115.82,1689,Shoshone,803,2023-04-25,502.9,584.2,7.2,1,3.4,0,47.56
SNTL,ID,swede peak,Upper Muldoon Creek (170402210301),1978-10-01,2023-11-28,43.63,-113.97,2329,Blaine,805,2023-04-25,581.7,609.6,11.7,-3.4,2.5,0,43.63
SNTL,ID,trinity mtn.,Roaring River (170501110703),1978-10-01,2023-11-28,43.63,-115.44,2368,Elmore,830,2023-04-24,1112.5,1148.1,7.6,-4.3,0.8,2.5,43.63
SNTL,ID,vienna mine,Smiley Creek (170602010201),1978-10-01,2023-11-28,43.8,-114.85,2731,Blaine,845,2023-05-01,952.5,952.5,16.5,8.2,11.3,2.5,43.8
SNTL,MT,copper bottom,Copper Creek (170102030103),1978-10-01,2023-11-28,47.06,-112.6,1585,Lewis And Clark,413,2023-04-07,215.9,360.7,15.1,-6.3,4.5,5.1,47.06
SNTL,MT,copper camp,Copper Creek (170102030103),1978-10-01,2023-11-28,47.08,-112.73,2118,Lewis And Clark,414,2023-04-10,739.1,604.5,14.2,5.4,9.6,2.5,47.08
SNTL,MT,s fork shields,Bennett Creek-Shields River (100700030301),1978-10-01,2023-11-28,46.09,-110.43,2469,Park,725,2023-04-29,375.9,614.7,17.5,4.4,8.9,0,46.09
SNTL,MT,wood creek,Wood Creek (100301040202),1978-10-01,2023-11-28,47.45,-112.81,1817,Lewis And Clark,876,2023-04-07,248.9,355.6,12.5,-2,4.4,0,47.45
SNTL,NM,bateman,Montoya Canyon-Canjilon Creek (130201020901),1978-10-01,2023-11-28,36.51,-106.32,2819,Rio Arriba,316,2023-03-30,452.1,398.8,9.8,-5.7,1.5,0,36.51
SNTL,NM,chamita,Rio Chamita (130201020204),1978-10-01,2023-11-28,36.96,-106.66,2555,Rio Arriba,394,2023-03-27,370.8,388.6,-0.3,-14.4,-6.2,2.5,36.96
SNTL,NM,hopewell,Jarosa Creek-Rio Vallecitos (130201021401),1978-10-01,2023-11-28,36.72,-106.26,3077,Rio Arriba,532,2023-04-08,579.1,614.7,8.2,-2.4,2.9,0,36.72
SNTL,NM,lookout mountain,Taylor Creek (150400010402),1978-10-01,2023-11-28,33.36,-107.83,2594,Sierra,595,2023-02-03,35.6,221,7.2,-0.9,2.7,0,33.36
SNTL,NM,north costilla,Casias Creek-Costillo Creek (130201010101),1978-10-01,2023-11-28,36.99,-105.26,3230,Taos,665,2023-04-02,170.2,302.3,7.2,-0.6,2.7,2.5,36.99
SNTL,NM,red river pass #2,Upper Red River (130201010301),1978-10-01,2023-11-28,36.7,-105.34,3004,Taos,715,2023-03-28,188,233.7,6.3,-15.5,-2.9,0,36.7
SNTL,NM,signal peak,Lake Roberts-Sapillo Creek (150400010803),1978-10-01,2023-11-28,32.92,-108.15,2562,Grant,755,2023-02-01,43.2,330.2,8.2,-1.6,2.3,0,32.92
SNTL,NM,silver creek divide,Mineral Creek (150400040605),1978-10-01,2023-11-28,33.37,-108.71,2772,Catron,757,2023-03-04,274.3,530.9,6.9,-4.5,3.2,0,33.37
SNTL,NV,big bend,Martin Creek (170501040104),1978-10-01,2023-11-28,41.76,-115.69,2103,Elko,336,2023-04-08,414,348,6.8,-2,3,0,41.76
SNTL,NV,corral canyon,Corral Creek (160401030401),1978-10-01,2023-11-28,40.28,-115.54,2574,Elko,417,2023-04-07,975.4,904.2,7.7,-1.7,2.2,0,40.28
SNTL,NV,dorsey basin,Lower Secret Creek (160401010604),1978-10-01,2023-11-28,40.89,-115.21,2409,Elko,453,2023-04-08,690.9,802.6,8.2,-5.6,2,0,40.89
SNTL,NV,jack creek upper,Upper Harrington Creek (170501050201),1978-10-01,2023-11-28,41.55,-116.01,2249,Elko,548,2023-04-09,619.8,591.8,11.5,2.5,6.6,0,41.55
SNTL,NV,marlette lake,Sand Harbor-Frontal Lake Tahoe (160501010201),1978-10-01,2023-11-28,39.16,-119.9,2403,Carson City,615,2023-04-08,1364,1188.7,9.6,-4.6,2.3,0,39.16
SNTL,NV,seventysix creek,Annie Creek-Bruneau River (170501020108),1978-10-01,2023-11-28,41.74,-115.47,2240,Elko,746,2023-04-07,424.2,439.4,4.2,-3.9,0.4,0,41.74
SNTL,OR,arbuckle mtn,Upper Fivemile Creek (170702020604),1978-10-01,2023-11-28,45.19,-119.25,1759,Morrow,304,2023-04-22,627.4,774.7,8.2,-0.5,3.1,0,45.19
SNTL,OR,billie creek divide,Seldom Creek (180102030201),1978-10-01,2023-11-28,42.41,-122.27,1609,Klamath,344,2023-04-08,883.9,1079.5,10.5,-0.5,3.2,0,42.41
SNTL,OR,blue mountain spring,Summit Creek (170501160104),1978-10-01,2023-11-28,44.25,-118.52,1789,Grant,357,2023-04-09,538.5,609.6,12.8,-1.2,5.4,0,44.25
SNTL,OR,bourne,Cracker Creek (170502030101),1978-10-01,2023-11-28,44.83,-118.19,1783,Baker,361,2023-04-08,541,584.2,5.6,-1.6,1.9,0,44.83
SNTL,OR,bowman springs,Johnson Creek (170701030401),1978-10-01,2023-11-28,45.36,-118.47,1381,Umatilla,362,2023-04-04,228.6,434.3,2.5,-6.3,-2.7,0,45.36
SNTL,OR,daly lake,Pyramid Creek (170900060101),1978-10-01,2023-11-28,44.52,-122.09,1125,Linn,434,2023-04-21,508,1290.3,5.6,1.2,4,0,44.52
SNTL,OR,fish creek,Fish Creek (171200030107),1978-10-01,2023-11-28,42.71,-118.63,2335,Harney,477,2023-04-08,904.2,950,6,-3.5,1.1,0,42.71
SNTL,OR,fourmile lake,Upper Fourmile Creek (180102030202),1978-10-01,2023-11-28,42.44,-122.23,1820,Klamath,483,2023-04-08,810.3,1084.6,7.1,0.2,2.6,0,42.44
SNTL,OR,greenpoint,Lower West Fork Hood River (170701050603),1978-10-01,2023-11-28,45.62,-121.7,1009,Hood River,504,2023-04-01,563.9,1244.6,1.9,-1.6,-0.1,25.4,45.62
SNTL,OR,high ridge,Buck Creek-South Fork Umatilla River (170701030103),1978-10-01,2023-11-28,45.7,-118.11,1500,Umatilla,523,2023-04-24,950,1046.5,5,0,1.4,5.1,45.7
SNTL,OR,hogg pass,Parks Creek-Lost Lake (170900040201),1978-10-01,2023-11-28,44.42,-121.86,1460,Linn,526,2023-04-25,642.6,1234.4,15.4,-3.1,5.9,0,44.42
SNTL,OR,jump off joe,Sevenmile Creek-South Santiam River (170900060201),1978-10-01,2023-11-28,44.39,-122.17,1073,Linn,552,2023-04-07,495.3,1529.1,5.7,0.8,3,12.7,44.39
SNTL,OR,lake creek r.s.,Lake Creek (170501160102),1978-10-01,2023-11-28,44.21,-118.64,1597,Grant,563,2023-04-04,365.8,495.3,2.7,-12,-3.5,0,44.21
SNTL,OR,little meadows,Headwaters Quartzville Creek (170900060301),1978-10-01,2023-11-28,44.61,-122.23,1225,Linn,584,2023-04-22,1318.3,2174.2,13.9,2.7,7,0,44.61
SNTL,OR,lucky strike,West Birch Creek (170701030606),1978-10-01,2023-11-28,45.27,-118.85,1515,Umatilla,605,2023-04-06,342.9,469.9,10.1,-1.7,4.1,2.5,45.27
SNTL,OR,mud ridge,Upper Salmon River (170800010302),1978-10-01,2023-11-28,45.25,-121.74,1241,Clackamas,655,2023-04-22,939.8,1381.8,12.7,2.7,6.6,2.5,45.25
SNTL,OR,north fork,Middle Bull Run River (170800010503),1978-10-01,2023-11-28,45.55,-122,933,Multnomah,666,2023-04-21,1155.7,2890.5,8.5,1.8,3.7,0,45.55
SNTL,OR,red hill,Lower Middle Fork Hood River (170701050505),1978-10-01,2023-11-28,45.46,-121.7,1344,Hood River,712,2023-05-01,1541.8,2151.4,6.4,1.7,3.1,2.5,45.46
SNTL,OR,saddle mountain,Headwaters Tualatin River (170900100201),1978-10-01,2023-11-28,45.54,-123.37,948,Washington,726,2023-04-21,513.1,2166.6,7.6,1.2,4,0,45.54
SNTL,OR,santiam jct.,Parks Creek-Lost Lake (170900040201),1978-10-01,2023-11-28,44.44,-121.95,1140,Linn,733,2023-04-06,632.5,1280.2,8.1,1.2,3.6,12.7,44.44
SNTL,OR,silvies,Mud Creek (171200030201),1978-10-01,2023-11-28,42.75,-118.69,2131,Harney,759,2023-04-22,533.4,477.5,8.9,0.7,3.5,0,42.75
SNTL,OR,snow mountain,Crowsfoot Creek-Emigrant Creek (171200020501),1978-10-01,2023-11-28,43.95,-119.54,1899,Harney,767,2023-04-09,525.8,551.2,12,-0.7,4.9,0,43.95
SNTL,OR,summer rim,Headwaters Sycan River (180102020103),1978-10-01,2023-11-28,42.7,-120.8,2158,Lake,800,2023-04-08,312.4,449.6,5.3,-1.4,1.6,0,42.7
SNTL,OR,summit lake,Summit Lake (170703020203),1978-10-01,2023-11-28,43.45,-122.14,1710,Klamath,801,2023-04-22,1209,1440.2,12.3,0.3,4.6,5.1,43.45
SNTL,OR,taylor butte,Chester Spring-Sycan River (180102020606),1978-10-01,2023-11-28,42.69,-121.43,1533,Klamath,810,2023-04-07,297.2,434.3,10.5,0.3,3.6,2.5,42.69
SNTL,OR,taylor green,South Fork Catherine Creek (170601040502),1978-10-01,2023-11-28,45.08,-117.55,1750,Baker,812,2023-04-24,711.2,782.3,5.1,-0.8,1.3,0,45.08
SNTL,OR,tipton,Upper North Fork Burnt River (170502020101),1978-10-01,2023-11-28,44.66,-118.43,1570,Baker,821,2023-04-09,381,411.5,12.2,0.8,5.9,0,44.66
SNTL,OR,wolf creek,Upper Wolf Creek (170502030601),1978-10-01,2023-11-28,45.07,-118.15,1716,Union,873,2023-04-09,475,645.2,8.8,1.4,5,0,45.07
SNTL,UT,beaver divide,Shingle Creek-Provo River (160202030105),1978-10-01,2023-11-28,40.61,-111.1,2524,Summit,330,2023-04-08,558.8,652.8,10.6,-2.2,2.9,0,40.61
SNTL,UT,ben lomond peak,Cutler Creek-North Fork Ogden River (160201020302),1978-10-01,2023-11-28,41.38,-111.94,2344,Weber,332,2023-04-15,2103.1,1795.8,5.9,-4.5,0.8,0,41.38
SNTL,UT,big flat,Three Creeks (160300070202),1978-10-01,2023-11-28,38.3,-112.36,3154,Beaver,339,2023-04-28,929.6,896.6,13.5,-1.5,4.6,0,38.3
SNTL,UT,box creek,Greenwich Creek (160300020106),1979-08-01,2023-11-28,38.51,-112.02,3003,Sevier,364,2023-04-09,337.8,386.1,12.6,1.5,5.2,0,38.51
SNTL,UT,brown duck,Brown Duck Creek-Lake Fork River (140600030604),1978-10-01,2023-11-28,40.58,-110.59,3223,Duchesne,368,2023-04-30,698.5,655.3,13.2,2.3,7.5,0,40.58
SNTL,UT,buck flat,Ferron Reservoir-Ferron Creek (140600090302),1978-10-01,2023-11-28,39.13,-111.44,2868,Sanpete,371,2023-04-09,723.9,683.3,10.2,-3.1,3.1,0,39.13
SNTL,UT,bug lake,Laketown Canyon (160102010102),1978-10-01,2023-11-28,41.69,-111.42,2434,Rich,374,2023-04-27,807.7,680.7,11.2,-1.4,5,0,41.69
SNTL,UT,chalk creek #1,East Fork Chalk Creek (160201010301),1978-10-01,2023-11-28,40.85,-111.05,2795,Summit,392,2023-04-26,909.3,868.7,8.4,-3.6,1.9,0,40.85
SNTL,UT,chalk creek #2,East Fork Chalk Creek (160201010301),1978-10-01,2023-11-28,40.89,-111.07,2502,Summit,393,2023-04-08,642.6,596.9,9,-0.4,3.7,0,40.89
SNTL,UT,clear creek #2,Upper Soldier Creek (160202020102),1978-10-01,2023-11-28,39.89,-111.25,2389,Utah,400,2023-04-09,723.9,596.9,13.1,-1.5,4.7,0,39.89
SNTL,UT,currant creek,Current Creek Reservoir (140600040401),1978-10-01,2023-11-28,40.36,-111.09,2412,Wasatch,432,2023-04-08,609.6,586.7,9.3,-4.3,2.3,0,40.36
SNTL,UT,daniels-strawberry,Willow Creek-Strawberry River (140600040101),1978-10-01,2023-11-28,40.3,-111.26,2441,Wasatch,435,2023-04-09,767.1,754.4,12,-1.9,4,0,40.3
SNTL,UT,dills camp,Beaver Creek (140700020201),1978-10-01,2023-11-28,39.05,-111.47,2813,Sanpete,444,2023-04-09,576.6,642.6,13.4,-1,5.1,0,39.05
SNTL,UT,dry bread pond,Headwaters East Fork Little Bear River Canyon (160102030101),1978-10-01,2023-11-28,41.41,-111.54,2530,Cache,455,2023-04-07,901.7,756.9,6.1,-3.7,1.8,0,41.41
SNTL,UT,farmington,Farmington Creek-Frontal Farmington Bay (160201020502),1978-10-01,2023-11-28,40.97,-111.81,2409,Davis,474,2023-04-29,1780.5,1546.9,15.3,3,9.3,0,40.97
SNTL,UT,gooseberry rs,Gooseberry Creek (160300030405),1979-06-01,2023-11-28,38.8,-111.68,2421,Sevier,495,2023-04-07,287,485.1,10.7,-8.6,2.5,0,38.8
SNTL,UT,harris flat,Swains Creek (160300010104),1979-08-01,2023-11-28,37.49,-112.58,2375,Kane,514,2023-04-07,576.6,551.2,8.8,-13.7,1,0,37.49
SNTL,UT,hayden fork,Hayden Fork (160101010101),1978-10-01,2023-11-28,40.8,-110.88,2783,Summit,517,2023-04-27,645.2,764.5,9.5,-6,2.8,0,40.8
SNTL,UT,horse ridge,Blue Fork Creek (160201010601),1978-10-01,2023-11-28,41.31,-111.45,2499,Morgan,533,2023-04-09,904.2,934.7,12.5,-1.5,5.4,0,41.31
SNTL,UT,kings cabin,Middle Little Brush Creek (140600100303),1978-10-01,2023-11-28,40.72,-109.54,2660,Uintah,559,2023-04-10,624.8,574,12,-5.2,3.6,0,40.72
SNTL,UT,kolob,Crystal Creek (150100080102),1978-10-01,2023-11-28,37.53,-113.05,2823,Iron,561,2023-04-08,1280.2,1097.3,8.5,-3.7,2.1,0,37.53
SNTL,UT,lakefork #1,Crystal Creek-Yellowstone River (140600030705),1978-10-01,2023-11-28,40.6,-110.43,3087,Duchesne,566,2023-04-26,497.8,518.2,9,-7.7,1,0,40.6
SNTL,UT,little bear,South Fork Little Bear River (160102030103),1978-10-01,2023-11-28,41.41,-111.83,1996,Cache,582,2023-04-07,645.2,916.9,11.4,-6.1,1.8,0,41.41
SNTL,UT,long flat,Pinto Creek (160300061403),1979-09-01,2023-11-28,37.51,-113.4,2433,Washington,592,2023-04-08,513.1,518.2,13.2,-2.1,5.6,0,37.51
SNTL,UT,mammoth-cottonwood,Cottonwood Canyon-San Pitch River (160300040203),1978-10-01,2023-11-28,39.68,-111.32,2655,Sanpete,612,2023-04-09,962.7,731.5,13.1,-3.1,3.7,0,39.68
SNTL,UT,monte cristo,Sheep Creek (160102030201),1978-10-01,2023-11-28,41.47,-111.5,2722,Cache,634,2023-04-29,1209,1084.6,14.8,5.3,9.3,0,41.47
SNTL,UT,mosby mtn.,Mosby Sink-Dry Fork (140600100702),1978-10-01,2023-11-28,40.61,-109.89,2912,Uintah,643,2023-04-08,596.9,602,8.2,-4.9,0.5,0,40.61
SNTL,UT,parleys summit,Big Dutch Hollow-East Canyon Creek (160201020103),1978-10-01,2023-11-28,40.76,-111.63,2312,Summit,684,2023-04-08,896.6,937.3,11.1,1.9,5.7,0,40.76
SNTL,UT,pickle keg,Skumpah Creek-Salina Creek (160300030402),1978-10-01,2023-11-28,39.01,-111.58,2749,Sevier,691,2023-04-07,690.9,690.9,7.2,-3.6,2,0,39.01
SNTL,UT,red pine ridge,Lowry Water (140600090202),1978-10-01,2023-11-28,39.45,-111.27,2740,Emery,714,2023-04-09,589.3,640.1,10.9,-5.8,2.7,0,39.45
SNTL,UT,seeley creek,Seely Creek (140600090203),1978-10-01,2023-11-28,39.31,-111.43,3019,Sanpete,742,2023-04-27,602,426.7,5.8,-1.5,2.9,0,39.31
SNTL,UT,smith  morehouse,Moffit Creek-Weber River (160201010203),1978-10-01,2023-11-28,40.79,-111.09,2326,Summit,763,2023-04-09,619.8,500.4,11.7,-1.2,4.2,0,40.79
SNTL,UT,steel creek park,West Fork Smiths Fork (140401070203),1978-10-01,2023-11-28,40.91,-110.5,3096,Summit,790,2023-04-28,576.6,566.4,11.3,-8.5,1.7,0,40.91
SNTL,UT,strawberry divide,Mud Creek (140600040103),1978-10-01,2023-11-28,40.16,-111.21,2476,Wasatch,795,2023-04-08,640.1,701,9.8,-1.7,4.2,0,40.16
SNTL,UT,timpanogos divide,Middle American Fork Canyon (160202010802),1978-10-01,2023-11-28,40.43,-111.62,2481,Utah,820,2023-04-12,1272.5,1201.4,14.3,5.9,9.9,0,40.43
SNTL,UT,tony grove lake,Tony Grove Creek (160102030304),1978-10-01,2023-11-28,41.9,-111.63,2583,Cache,823,2023-04-07,1468.1,1419.9,7.9,-6.5,0.6,0,41.9
SNTL,UT,trial lake,Spring Canyon-Provo River (160202030102),1978-10-01,2023-11-28,40.68,-110.95,3046,Summit,828,2023-04-27,1026.2,932.2,8.4,-3.5,2.3,0,40.68
SNTL,UT,trout creek,North Fork Ashley Creek (140600100802),1978-10-01,2023-11-28,40.74,-109.67,2901,Uintah,833,2023-04-09,523.2,492.8,10.4,-6.5,2.2,0,40.74
SNTL,UT,vernon creek,Vernon Creek (160203040102),1978-10-01,2023-11-28,39.94,-112.41,2256,Tooele,844,2023-04-07,848.4,939.8,7.6,-2.3,3.4,0,39.94
SNTL,UT,white river #1,Right Fork White River (140600070102),1978-10-01,2023-11-28,39.96,-110.99,2634,Wasatch,864,2023-04-07,553.7,548.6,8.5,-6.8,0.7,0,39.96
SNTL,UT,widtsoe #3,Sweetwater Creek (160300020403),1978-10-01,2023-11-28,37.84,-111.88,2938,Garfield,865,2023-04-07,538.5,510.5,10,-5.9,1.6,0,37.84
SNTL,UT,wilbur bench,Left Fork Indian Canyon (140600040701),1978-10-01,2023-11-28,39.89,-110.75,2795,Duchesne,543,2023-04-07,589.3,599.4,6.3,-5.8,0,0,39.89
SNTL,WA,bumping ridge,Upper Bumping River (170300020105),1978-10-01,2023-11-28,46.81,-121.33,1405,Yakima,375,2023-04-22,604.5,1130.3,11.2,0.3,5.1,0,46.81
SNTL,WA,lone pine,Upper Clear Creek (170800020203),1978-10-01,2023-11-28,46.27,-121.96,1198,Skamania,591,2023-04-24,1402.1,2197.1,5.4,0.8,2.4,2.5,46.27
SNTL,WA,lyman lake,Upper Railroad Creek (170200090203),1978-10-01,2023-11-28,48.2,-120.92,1823,Chelan,606,2023-04-27,1341.1,1534.2,14.3,0.3,6.6,0,48.2
SNTL,WA,morse lake,Upper American River (170300020106),1978-10-01,2023-11-28,46.91,-121.48,1649,Yakima,642,2023-04-26,1455.4,1681.5,14.1,1.3,7,0,46.91
SNTL,WA,park creek ridge,Park Creek-Stehekin River (170200090106),1978-10-01,2023-11-28,48.44,-120.92,1402,Chelan,681,2023-04-24,1056.6,1176,6.6,0.4,2.6,0,48.44
SNTL,WA,surprise lakes,Big Creek (170800020107),1978-10-01,2023-11-28,46.09,-121.76,1308,Skamania,804,2023-04-24,1478.3,2128.5,6.5,0.4,2.2,12.7,46.09
SNTL,WA,trough,Colockum Creek (170200100402),1978-10-01,2023-11-28,47.23,-120.29,1670,Kittitas,832,2023-04-22,442,655.3,7.3,-1.3,3.2,2.5,47.23
SNTL,WY,blind bull sum,Forty Rod Creek (140401010402),1978-10-01,2023-11-28,42.96,-110.61,2637,Sublette,353,2023-04-27,723.9,508,5.3,-6.2,0.7,0,42.96
SNTL,WY,bone springs div,Granite Creek-Shell Creek (100800100102),1978-10-01,2023-11-28,44.68,-107.58,2850,Sheridan,358,2023-04-29,452.1,355.6,11,0.2,4.6,0,44.68
SNTL,WY,burroughs creek,West Du Noir Creek (100800010102),1978-10-01,2023-11-28,43.7,-109.67,2667,Fremont,379,2023-04-09,302.3,287,11.4,-2.4,3.5,0,43.7
SNTL,WY,cloud peak reservoir,Upper South Piney Creek (100902060301),1978-10-01,2023-11-28,44.4,-107.06,3005,Johnson,402,2023-04-29,403.9,426.7,11.2,-0.2,3.8,0,44.4
SNTL,WY,dome lake,Lower North Tongue River (100901010102),1978-10-01,2023-11-28,44.57,-107.3,2707,Sheridan,451,2023-04-08,320,317.5,6.7,-4.7,0.7,0,44.57
SNTL,WY,hobbs park,Lower Middle Popo Agie River (100800030207),1978-10-01,2023-11-28,42.87,-109.09,3078,Fremont,525,2023-04-29,497.8,500.4,14.9,-2.8,5.7,0,42.87
SNTL,WY,laprele creek,Upper Sage Creek (101800071201),1978-10-01,2023-11-28,42.44,-105.86,2557,Converse,571,2023-04-08,337.8,353.1,7.3,-3.6,1,0,42.44
SNTL,WY,little warm,Little Warm Spring Creek-Wind River (100800010212),1978-10-01,2023-11-28,43.5,-109.75,2856,Fremont,585,2023-04-08,302.3,340.4,6.7,-3.9,-0.2,0,43.5
SNTL,WY,middle powder,Little Canyon Creek (100800080205),1978-10-01,2023-11-28,43.63,-107.18,2365,Washakie,625,2023-04-10,335.3,271.8,13.7,2.9,8.6,0,43.63
SNTL,WY,shell creek,Willett Creek-Shell Creek (100800100101),1978-10-01,2023-11-28,44.5,-107.43,2920,Big Horn,751,2023-04-29,391.2,408.9,9.9,-2.3,3.8,0,44.5
SNTL,WY,spring creek divide,Spring Creek-Green River (140401011001),1978-10-01,2023-11-28,42.53,-110.66,2743,Sublette,779,2023-04-28,800.1,830.6,8.9,-7.4,1.8,0,42.53
SNTL,WY,sucker creek,West Fork Big Goose Creek (100901010203),1978-10-01,2023-11-28,44.72,-107.4,2707,Sheridan,798,2023-04-08,375.9,436.9,7.6,-4.3,0.9,0,44.72
SNTL,WY,sylvan lake,Chipmunk Creek (100700010404),1978-10-01,2023-11-28,44.48,-110.16,2566,Park,806,2023-04-26,548.6,662.9,11.9,-1.7,3.9,0,44.48
SNTL,CA,cedar pass,Thoms Creek (180200020603),1977-10-01,2023-11-28,41.58,-120.3,2143,Modoc,391,2023-04-08,751.8,698.5,8.5,-1.8,2.1,0,41.58
SNTL,ID,mores creek summit,Middle Crooked River (170501110503),1978-09-01,2023-11-28,43.93,-115.67,1859,Boise,637,2023-04-09,950,929.6,13.2,0.3,6.3,0,43.93
SNTL,MT,mule creek,Birch Creek (100200041303),1977-10-01,2023-11-28,45.41,-112.96,2530,Beaverhead,656,2023-04-28,414,416.6,16.2,-3.7,5.3,2.5,45.41
SNTL,MT,nevada ridge,Poorman Creek (170102030302),1977-10-01,2023-11-28,46.84,-112.51,2140,Lewis And Clark,903,2023-04-26,452.1,490.2,10.3,-0.8,4.8,0,46.84
SNTL,UT,clear creek #1,Upper Soldier Creek (160202020102),1978-01-01,2023-11-28,39.87,-111.28,2736,Utah,399,2023-04-09,883.9,802.6,9.7,1.1,4.8,0,39.87
SNTL,MT,barker lakes,Warm Springs Creek-West Valley (170102010304),1977-08-01,2023-11-28,46.1,-113.13,2515,Deer Lodge,313,2023-04-28,495.3,579.1,16.4,-3.7,4.9,0,46.1
SNTL,MT,basin creek,Basin Creek (170102010201),1976-10-01,2023-11-28,45.8,-112.52,2188,Silver Bow,315,2023-04-27,350.5,365.8,11.4,-1.8,3.6,0,45.8
SNTL,MT,beagle springs,Upper Nicholia Creek (100200010501),1976-10-01,2023-11-28,44.47,-112.98,2697,Beaverhead,318,2023-04-26,375.9,363.2,10.8,-3.4,3.7,0,44.47
SNTL,MT,bloody dick,Upper Bloody Dick Creek (100200011002),1976-10-01,2023-11-28,45.17,-113.5,2316,Beaverhead,355,2023-04-26,355.6,391.2,14.9,-4.6,4.8,2.5,45.17
SNTL,MT,boulder mountain,Upper Camas Creek (100301030501),1976-10-01,2023-11-28,46.56,-111.29,2423,Meagher,360,2023-04-30,619.8,713.7,18.6,5.6,10.9,0,46.56
SNTL,MT,box canyon,Headwaters Boulder River (100700020902),1976-10-01,2023-11-28,45.27,-110.25,2033,Park,363,2023-04-07,304.8,386.1,13.8,-5.6,3.4,0,45.27
SNTL,MT,daisy peak,Mud Creek (100402010106),1977-09-01,2023-11-28,46.67,-110.33,2316,Meagher,919,2023-04-28,332.7,393.7,14.1,-2,5.8,0,46.67
SNTL,MT,darkhorse lake,Headwaters Big Hole River (100200040301),1977-08-01,2023-11-28,45.17,-113.58,2726,Beaverhead,436,2023-04-29,815.3,749.3,13.4,2.3,8.1,0,45.17
SNTL,MT,hand creek,Squaw Meadows Creek (170102100304),1976-10-01,2023-11-28,48.31,-114.84,1535,Flathead,510,2023-04-03,248.9,315,6.7,-15.5,-4,0,48.31
SNTL,MT,lower twin,Upper North Meadow Creek (100200071101),1976-10-01,2023-11-28,45.51,-111.92,2408,Madison,603,2023-04-28,518.2,614.7,13.9,-6.2,3.4,0,45.51
SNTL,MT,many glacier,Swiftcurrent Lake (090400010201),1976-10-01,2023-11-28,48.8,-113.67,1494,Glacier,613,2023-04-04,325.1,579.1,4.1,-11.2,-3.2,0,48.8
SNTL,MT,monument peak,Headwaters Boulder River (100700020902),1976-10-01,2023-11-28,45.22,-110.24,2697,Park,635,2023-04-29,612.1,678.2,20.1,-0.2,7.4,0,45.22
SNTL,MT,pickfoot creek,Upper Camas Creek (100301030501),1977-06-01,2023-11-28,46.58,-111.27,2027,Meagher,690,2023-04-23,251.5,492.8,11.4,-3.1,4.6,0,46.58
SNTL,MT,placer basin,Upper East Boulder River (100700020701),1976-10-01,2023-11-28,45.42,-110.09,2691,Sweet Grass,696,2023-04-28,472.4,599.4,11.1,-14.3,0.5,0,45.42
SNTL,MT,warm springs,Headwaters Warm Springs Creek (170102010302),1977-07-01,2023-11-28,46.27,-113.16,2377,Granite,850,2023-05-11,637.5,744.2,13.3,0.2,4,0,46.27
SNTL,NV,pole creek r.s.,Upper Big Flat Creek (170501021002),1977-02-01,2023-11-28,41.87,-115.25,2548,Elko,698,2023-04-13,675.6,419.1,-3.2,-10.9,-7.3,0,41.87
SNTL,MT,emery creek,Hungry Horse Creek (170102090703),1975-10-01,2023-11-28,48.43,-113.94,1326,Flathead,469,2023-04-04,284.5,439.4,7.4,-11,-2,0,48.43
SNTL,MT,porcupine,Porcupine Creek (100700030303),1975-10-01,2023-11-28,46.11,-110.47,1981,Park,700,2023-04-07,213.4,337.8,13.7,-2.8,3.4,2.5,46.11
SNTL,NV,bear creek,West Fork Pine Creek-Jarbidge River (170501020301),1976-03-01,2023-11-28,41.83,-115.45,2451,Elko,321,2023-04-26,772.2,800.1,14.2,-6.4,3.5,0,41.83
SNTL,WY,bald mtn.,Commissary Creek-Crooked Creek (100800100501),1975-10-01,2023-11-28,44.8,-107.84,2859,Big Horn,309,2023-05-01,513.1,436.9,16.4,3.4,8,0,44.8
