network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,latitude_copy
SNTL,WY,gros ventre summit,Cottonwood Creek (170401020203),1976-04-01,2023-11-28,43.39,-110.13,2667,Teton,506,2023-04-27,330.2,302.3,11.6,-9.3,0.1,0,43.39
SNTL,WY,phillips bench,Sheep Creek (170401030504),1976-03-01,2023-11-28,43.52,-110.91,2499,Teton,689,2023-04-24,784.9,812.8,7.8,-2.8,1.1,5.1,43.52
SNTL,WY,south brush creek,Henry Creek-Big Creek (101800020303),1976-02-01,2023-11-28,41.33,-106.5,2589,Carbon,772,2023-04-08,414,373.4,8.9,-3,2.1,0,41.33
SNTL,WY,webber springs,North Fork Encampment River (101800020406),1976-02-01,2023-11-28,41.16,-106.93,2822,Carbon,852,2023-04-08,802.6,840.7,6,-5.5,0,0,41.16
SNTL,MT,calvert creek,Fishtrap Creek (100200040801),1974-10-01,2023-11-28,45.88,-113.33,1960,Deer Lodge,381,2023-04-08,233.7,281.9,9,-1.4,3,0,45.88
SNTL,MT,clover meadow,Ruby Creek (100200070803),1971-10-01,2023-11-28,45.02,-111.85,2621,Madison,403,2023-04-28,533.4,561.3,11.7,-5.8,3.4,0,45.02
SNTL,MT,tepee creek,Middle West Fork Madison River (100200070602),1971-10-01,2023-11-28,44.79,-111.71,2438,Madison,813,2023-04-25,462.3,530.9,10,-1,2.7,0,44.79
SNTL,NM,frisco divide,Stone Creek-San Francisco River (150400040303),1971-10-01,2023-11-28,33.74,-108.94,2442,Catron,486,2023-03-05,134.6,297.2,10.2,-0.9,4.3,0,33.74
SNTL,AZ,white horse lake,Upper Hell Canyon (150602020204),1970-11-01,2023-11-28,35.14,-112.15,2195,Coconino,861,2023-03-03,353.1,566.4,7.5,-8.4,-0.7,0,35.14
SNTL,MT,divide,Headwaters Ruby River (100200030102),1971-01-01,2023-11-28,44.79,-112.06,2377,Madison,448,2023-04-24,350.5,442,7.6,-0.9,2,0,44.79
SNTL,MT,lemhi ridge,Trail Creek (100200011106),1971-01-01,2023-11-28,44.99,-113.44,2469,Beaverhead,576,2023-04-26,342.9,414,10.6,-3.2,4.4,2.5,44.99
SNTL,MT,lubrecht flume,Placid Lake (170102031204),1970-10-01,2023-11-28,46.88,-113.32,1426,Missoula,604,2023-04-06,210.8,287,11.9,-7.6,1.1,0,46.88
SNTL,MT,flattop mtn.,McDonald Creek Headwaters (170102070501),1969-10-01,2023-11-28,48.8,-113.86,1920,Flathead,482,2023-04-24,957.6,1054.1,7.8,-0.9,3.2,2.5,48.8
SNTL,MT,badger pass,North Badger Creek (100302010201),1968-10-01,2023-11-28,48.13,-113.02,2103,Pondera,307,2023-04-28,825.5,751.8,15.3,1.9,8.5,0,48.13
SNTL,MT,banfield mountain,Bristow Creek (170101011202),1968-10-01,2023-11-28,48.57,-115.45,1707,Lincoln,311,2023-04-09,350.5,502.9,10.9,1.4,5.3,0,48.57
SNTL,MT,garver creek,Upper West Fork Yaak River (170101030202),1968-10-01,2023-11-28,48.98,-115.82,1295,Lincoln,918,2023-04-02,238.8,348,4.5,-9.3,-2.3,0,48.98
SNTL,MT,grave creek,Upper Grave Creek (170101010801),1968-10-01,2023-11-28,48.91,-114.77,1311,Flathead,500,2023-04-06,370.8,581.7,12.3,-5.2,2.8,0,48.91
SNTL,MT,hawkins lake,South Fork Hawkins Creek-Hawkins Creek (170101050201),1968-10-01,2023-11-28,48.97,-115.95,1966,Lincoln,516,2023-04-25,614.7,749.3,9,-0.4,3,0,48.97
SNTL,MT,mount lockhart,Middle North Fork Teton River (100302050102),1968-10-01,2023-11-28,47.92,-112.82,1951,Teton,649,2023-04-23,482.6,576.6,8.4,-4.9,1.2,2.5,47.92
SNTL,MT,poorman creek,Upper Libby Creek (170101011301),1968-10-01,2023-11-28,48.13,-115.62,1554,Lincoln,932,2023-04-24,774.7,1087.1,5.8,1.7,3.3,5.1,48.13
SNTL,MT,stahl peak,Upper Grave Creek (170101010801),1968-10-01,2023-11-28,48.91,-114.86,1838,Lincoln,787,2023-04-12,756.9,736.6,3.4,-8,-3.1,0,48.91
SNTL,MT,waldron,Middle North Fork Teton River (100302050102),1968-10-01,2023-11-28,47.92,-112.79,1707,Teton,847,2023-04-24,294.6,396.2,12.4,-0.7,4.5,0,47.92
SNTL,MT,black bear,Madison Arm-Madison River (100200070202),1967-10-01,2023-11-28,44.51,-111.13,2490,Gallatin,347,2023-04-09,1181.1,1079.5,10.4,-1.9,3.1,2.5,44.51
SNTL,MT,frohner meadow,Lump Gulch (100301011305),1967-10-01,2023-11-28,46.44,-112.19,1975,Jefferson,487,2023-04-25,276.9,406.4,7.8,0.3,3,7.6,46.44
SNTL,MT,madison plateau,Middle South Fork Madison River (100200070204),1967-10-01,2023-11-28,44.59,-111.12,2362,Gallatin,609,2023-04-14,828,782.3,1.7,-13.3,-5.6,0,44.59
SNTL,MT,n fk elk creek,Placid Lake (170102031204),1967-10-01,2023-11-28,46.87,-113.28,1905,Powell,657,2023-04-25,337.8,391.2,7.2,-0.3,2.1,2.5,46.87
SNTL,MT,nez perce camp,Nez Pierce Fork-Nelson Lake (170102050204),1967-10-01,2023-11-28,45.73,-114.48,1722,Ravalli,662,2023-04-07,370.8,391.2,11,-6.7,1.7,0,45.73
SNTL,MT,rocker peak,Cataract Creek (100200060302),1967-10-01,2023-11-28,46.36,-112.26,2438,Jefferson,722,2023-04-28,497.8,436.9,14.4,-2.7,5.9,0,46.36
SNTL,MT,rocky boy,Upper Beaver Creek (100500040101),1967-10-01,2023-11-28,48.17,-109.65,1433,Hill,917,2023-04-06,271.8,393.7,8.2,-7.8,0.3,0,48.17
SNTL,MT,saddle mtn.,Camp Creek (170102050502),1967-10-01,2023-11-28,45.69,-113.97,2420,Beaverhead,727,2023-04-28,614.7,563.9,16.5,-0.2,7.5,2.5,45.69
SNTL,MT,twelvemile creek,Lost Horse Creek (170102050601),1967-10-01,2023-11-28,46.14,-114.45,1707,Ravalli,835,2023-04-06,373.4,670.6,9.9,-11.4,-1,0,46.14
SNTL,MT,twin lakes,Lost Horse Creek (170102050601),1967-10-01,2023-11-28,46.14,-114.51,1951,Ravalli,836,2023-04-25,1021.1,1061.7,6.7,-1.4,2.1,2.5,46.14
SNTL,MT,whiskey creek,Upper South Fork Madison River (100200070203),1967-10-01,2023-11-28,44.61,-111.15,2073,Gallatin,858,2023-04-26,576.6,703.6,11.5,-3.2,4.5,0,44.61
SNTL,MT,beaver creek,Upper Beaver Creek (100200070402),1966-10-01,2023-11-28,44.95,-111.36,2393,Gallatin,328,2023-04-29,563.9,655.3,16,-2.7,5.2,0,44.95
SNTL,MT,carrot basin,Specimen Creek (100200080105),1966-10-01,2023-11-28,44.96,-111.29,2743,Gallatin,385,2023-04-24,848.4,866.1,8.8,-3.8,0.6,0,44.96
SNTL,MT,crystal lake,Big Rock Creek (100401030204),1967-09-01,2023-11-28,46.79,-109.51,1844,Fergus,427,2023-04-28,508,683.3,16.1,-5.6,3,0,46.79
SNTL,MT,daly creek,Daly Creek (170102050901),1966-10-01,2023-11-28,46.18,-113.85,1762,Ravalli,433,2023-04-08,279.4,332.7,11,-0.4,3.5,0,46.18
SNTL,MT,deadman creek,Headwaters Sheep Creek (100301030401),1966-10-01,2023-11-28,46.79,-110.68,1966,Meagher,437,2023-04-09,355.6,388.6,11.5,-2.8,4.6,0,46.79
SNTL,MT,fisher creek,Hoodoo Creek (100700060202),1966-10-01,2023-11-28,45.06,-109.94,2774,Park,480,2023-04-29,934.7,967.7,15.1,-0.9,6,0,45.06
SNTL,MT,hoodoo basin,Upper Trout Creek (170102040607),1966-10-01,2023-11-28,46.98,-115.03,1844,Mineral,530,2023-04-25,1018.5,1021.1,5.3,-0.4,2.3,0,46.98
SNTL,MT,skalkaho summit,Middle West Fork Ross Creek (170102021003),1966-10-01,2023-11-28,46.24,-113.77,2210,Granite,760,2023-04-26,523.2,546.1,10.3,-4.9,2.8,0,46.24
SNTL,MT,spur park,Cleveland Creek (100401030301),1966-10-01,2023-11-28,46.78,-110.62,2469,Judith Basin,781,2023-04-30,668,596.9,16.9,1.9,8.4,0,46.78
SNTL,MT,west yellowstone,Lower South Fork Madison River (100200070205),1966-10-01,2023-11-28,44.66,-111.09,2042,Gallatin,924,2023-04-07,444.5,502.9,11.6,-19.5,-1.8,0,44.66
SNTL,MT,white mill,Hoodoo Creek (100700060202),1966-10-01,2023-11-28,45.05,-109.91,2652,Park,862,2023-04-29,683.3,647.7,14.8,-3.1,5.3,0,45.05
SNTL,WY,timber creek,Rose Creek-Greybull River (100800090210),1967-08-01,2023-11-28,44.03,-109.18,2423,Park,819,2023-04-07,188,203.2,11,-6.8,1,2.5,44.03
SNTL,AZ,baker butte,Pine Creek (150602030206),1965-10-01,2023-11-28,34.46,-111.41,2244,Coconino,308,2023-03-04,325.1,629.9,6.1,-2.4,1.8,0,34.46
SNTL,MT,black pine,Marshall Creek (170102020203),1965-10-01,2023-11-28,46.41,-113.43,2198,Granite,349,2023-04-25,358.1,345.4,5,-1.3,1,2.5,46.41
SNTL,MT,combination,Upper South Fork Lower Middle Creek (170102020401),1965-10-01,2023-11-28,46.47,-113.39,1707,Granite,410,2023-04-06,167.6,203.2,9.7,-8.7,0.6,0,46.47
SNTL,MT,peterson meadows,Silver Lake (170102020101),1965-10-01,2023-11-28,46.13,-113.31,2195,Granite,930,2023-04-26,391.2,472.4,11.3,-4.9,3.8,0,46.13
SNTL,MT,shower falls,Upper Hyalite Creek (100200081001),1964-10-01,2023-11-28,45.4,-110.96,2469,Gallatin,754,2023-04-28,660.4,726.4,12.7,-7.6,1.1,2.5,45.4
SNTL,MT,lick creek,Upper Hyalite Creek (100200081001),1963-10-01,2023-11-28,45.5,-110.97,2091,Gallatin,578,2023-04-26,368.3,502.9,12.6,-1,5.7,0,45.5
SNTL,WY,elkhart park g.s.,Lake Creek (140401020103),1963-10-01,2023-11-28,43.01,-109.76,2865,Sublette,468,2023-04-27,327.7,332.7,8.7,-4.6,1.7,0,43.01
SNTL,WY,kelley r.s.,Upper Dry Muddy Creek (140401070501),1963-10-01,2023-11-28,42.27,-110.8,2493,Lincoln,554,2023-04-26,579.1,604.5,8.6,-3.5,2.3,0,42.27
SNTL,AZ,mormon mountain,Mormon Lake (150200150201),1963-01-01,2023-11-28,34.94,-111.52,2286,Coconino,640,2023-03-28,584.2,863.6,12.5,-3.4,4,0,34.94
SNTL,CO,berthoud summit,Upper Fraser River (140100010202),1963-09-01,2023-11-28,39.8,-105.78,3449,Grand,335,2023-04-30,533.4,685.8,10.8,-2.3,3.7,0,39.8
SNTL,WY,big sandy opening,Black Joe Creek-Big Sandy River (140401040101),1963-03-01,2023-11-28,42.65,-109.26,2768,Sublette,342,2023-04-27,424.2,439.4,10.1,-8.5,1.2,0,42.65
SNTL,WY,brooklyn lake,Spring Creek (101800100502),1962-10-01,2023-11-28,41.36,-106.23,3124,Albany,367,2023-04-08,673.1,665.5,5.2,-5.1,-0.8,0,41.36
SNTL,WY,lewis lake divide,Basin Creek-Snake River (170401010104),1963-09-01,2023-11-28,44.21,-110.67,2393,Teton,577,2023-04-25,1013.5,1087.1,13.6,-3.4,3.5,0,44.21
SNTL,WY,casper mtn.,Pratts Soda Lakes (101800070804),1962-01-01,2023-11-28,42.73,-106.32,2414,Natrona,389,2023-04-07,408.9,375.9,5.4,-6.9,-0.2,0,42.73
SNTL,WY,grassy lake,Mountain Ash Creek (170402030202),1962-09-01,2023-11-28,44.13,-110.83,2214,Teton,499,2023-04-26,967.7,1074.4,11.3,-3.9,4,0,44.13
SNTL,WY,north french creek,Encampment River-West Fork (101800020502),1962-09-01,2023-11-28,41.33,-106.38,3095,Carbon,668,2023-05-01,825.5,843.3,15.9,-1.1,7.5,0,41.33
SNTL,WY,old battle,Upper Sage Creek (101800020901),1962-09-01,2023-11-28,41.15,-106.97,3005,Carbon,673,2023-04-29,1143,1155.7,10.3,-2.4,4,0,41.15
SNTL,MT,cole creek,Skunk Creek-Clarks Fork Yellowstone Creek (100700060801),1960-10-01,2023-11-28,45.19,-109.35,2393,Carbon,407,2023-04-28,436.9,299.7,12,-2.7,5.1,0,45.19
SNTL,MT,lakeview ridge,Odell Creek (100200010105),1960-10-01,2023-11-28,44.59,-111.82,2256,Beaverhead,568,2023-04-08,378.5,520.7,10.7,-3.4,2.1,0,44.59
SNTL,MT,moss peak,Polson (170102080404),1961-04-01,2023-11-28,47.68,-113.96,2067,Lake,646,2023-04-27,1145.5,1132.8,10.3,2.6,5.4,0,47.68
SNTL,MT,noisy basin,Lower Ashley Creek (170102080208),1961-04-01,2023-11-28,48.16,-113.95,1841,Flathead,664,2023-04-25,1143,1043.9,8.3,0.1,3.5,0,48.16
SNTL,MT,north fork jocko,Middle Fork Jocko River (170102120702),1961-04-01,2023-11-28,47.27,-113.76,1929,Missoula,667,2023-04-27,1102.4,1071.9,11,-2.2,5.5,0,47.27
SNTL,MT,pike creek,Upper South Fork Two Medicine River (100302010103),1960-10-01,2023-11-28,48.3,-113.33,1807,Pondera,693,2023-04-08,109.2,594.4,5,0.6,2.5,0,48.3
SNTL,WY,canyon,Upper Slough Creek (100700010705),1960-10-01,2023-11-28,44.72,-110.51,2399,Park,384,2023-04-26,388.6,477.5,11,-5.3,3,0,44.72
SNTL,WY,togwotee pass,Upper Horse Creek (100800010201),1960-10-01,2023-11-28,43.75,-110.06,2920,Teton,822,2023-04-28,614.7,591.8,10.4,-11,0.7,0,43.75
SNTL,WY,salt river summit,Upper Crow Creek (170401050101),1959-10-01,2023-11-28,42.51,-110.91,2329,Lincoln,730,2023-04-08,556.3,518.2,11.5,-3,2.5,2.5,42.51
SNTL,AZ,hannagan meadows,Upper Beaver Creek (150601010107),1956-10-01,2023-11-28,33.65,-109.31,2751,Greenlee,511,2023-03-23,289.6,579.1,4.6,-4.8,-0.9,0,33.65
SNTL,AZ,heber,West Fork Black Canyon (150200100201),1953-10-01,2023-11-28,34.31,-110.75,2333,Coconino,519,2023-03-03,386.1,566.4,7.1,-8.7,-0.8,0,34.31
SNTL,AZ,maverick fork,Upper West Fork Black River (150601010104),1953-10-01,2023-11-28,33.92,-109.46,2810,Apache,617,2023-03-23,289.6,416.6,3.7,-2.6,0.3,0,33.92
SNTL,AZ,baldy,Hall Creek-Little Colorado River (150200010203),1949-11-01,2023-11-28,33.98,-109.5,2811,Apache,310,2023-03-05,254,393.7,9.3,-0.1,3.6,0,33.98
SNTL,WY,powder river pass,Bud Kimball Creek (100800080304),1949-10-01,2023-11-28,44.16,-107.13,2890,Johnson,703,2023-04-07,292.1,350.5,9.3,-8.3,-0.4,2.5,44.16
SNTL,AZ,workman creek,Workman Creek (150601030802),1938-12-01,2023-11-28,33.81,-110.92,2143,Gila,877,2023-03-03,236.2,693.4,3.4,-6.6,-1.1,2.5,33.81
SNTL,MT,northeast entrance,Cold Creek (100700010602),1937-10-01,2023-11-28,45.01,-110.01,2240,Yellowstone National Park,670,2023-04-07,266.7,320,11.2,-15.9,-0.5,0,45.01
